runway_id,airport_id,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,he_ident,he_latitude_deg,he_longitude_deg
320767,307365,EGAH,3280,164,Snow,0,0,8,-75.59719849,-26.27879906,26,-75.59539795,-26.24300003
345865,345862,AQ-0011,9842,197,Blue Ice,0,0,N,-71.52619934,8.798999786,S,-71.5530014,8.805809975
348026,348022,YCSK,6556,279,Snow/Ice,0,0,9,-66.28796387,110.73806,27,-66.28787994,110.7827759
233599,5830,SAWB,4134,115,GRE,0,0,6,-64.24009705,-56.64319992,24,-64.2365036,-56.61849976
233598,6039,SCRM,4238,125,GRE,1,0,11,-62.18780136,-58.99720001,29,-62.19390106,-58.97610092
261500,37158,SNLK,2952,66,GVL,0,0,5,-61.023919,,23,-9.695099,-61.021437
235225,6023,SCGZ,4724,95,ASP,1,0,8,-54.93099976,-67.63749695,26,-54.93119812,-67.61499786
232913,5835,SAWH,9186,148,CON,1,0,7,-54.84420013,-68.31749725,25,-54.8423996,-68.27400208
233041,5837,SAWO,5299,161,ASP,0,0,16,-54.81539917,-68.30449677,34,-54.83000183,-68.30400085
232952,5833,SAWE,6562,131,ASP,1,0,7,-53.77809906,-67.76450348,25,-53.77730179,-67.73429871
235235,6013,SCDW,3937,98,ASP,0,0,4,-53.61610031,-70.48210144,22,-53.60979843,-70.46859741
235236,6013,SCDW,4905,92,ASP,0,0,12,-53.60189819,-70.48400116,30,-53.61190033,-70.46869659
235216,6019,SCFM,2614,98,GVL,0,0,3,-53.25109863,-70.33309937,21,-53.24520111,-70.3227005
235217,6019,SCFM,8202,98,ASP,1,0,9,-53.24980164,-70.3368988,27,-53.25759888,-70.30149841
235241,6009,SCCI,5504,148,ASP,1,0,1,-53.00799942,-70.85500336,19,-52.99480057,-70.84300232
235242,6009,SCCI,9154,148,ASP,1,0,7,-53.00120163,-70.87529755,25,-53.00059891,-70.83380127
235243,6009,SCCI,7875,148,ASP,1,0,12,-52.99750137,-70.86869812,30,-53.01380157,-70.84519958
235782,2512,EGYP,5003,75,ASP,1,0,5,-51.82440186,-58.4510994,23,-51.8166008,-58.43299866
235783,2512,EGYP,8497,150,ASP,1,0,10,-51.81769943,-58.47629929,28,-51.82389832,-58.43999863
235780,6087,SFAL,3013,63,ASP,0,0,9,-51.68600082,-57.78039932,27,-51.68590164,-57.76710129
235781,6087,SFAL,1110,42,ASP,0,0,18,-51.68399811,-57.78160095,36,-51.68709946,-57.78160095
235259,6031,SCNT,5786,98,ASP,1,0,10,-51.66759872,-72.53939819,28,-51.67539978,-72.51730347
232969,5834,SAWG,11644,148,CON,1,0,7,-51.61009979,-69.33820343,25,-51.60760117,-69.28710175
232921,5831,SAWC,8366,148,CON,1,0,7,-50.28139877,-72.07089996,25,-50.27920151,-72.03530121
233021,5839,SAWU,6562,98,ASP,0,1,7Z,-50.0233,-68.584702,25Z,-50.007599,-68.560204
233023,5839,SAWU,3960,164,GRE,0,1,8,-50.01929855,-68.59140015,26,-50.0196991,-68.57460022
233024,5839,SAWU,2977,150,GRE,0,1,11,-50.01919937,-68.59140015,29,-50.02389908,-68.58100128
233022,5839,SAWU,6561,98,ASP,1,0,7,-50.01900101,-68.59279633,25,-50.01520157,-68.56559753
233025,5839,SAWU,4227,166,GRE,0,1,17,-50.01309967,-68.58249664,35,-50.02460098,-68.5821991
233008,40,SA33,3937,66,ASP,0,0,8,-49.99509811,-68.96150208,26,-49.99499893,-68.94470215
232992,5836,SAWJ,6562,131,CON,1,0,7,-49.30849838,-67.81610107,25,-49.30500031,-67.78910065
233009,5832,SAWD,4921,98,ASP,1,0,6,-47.73809814,-65.91320038,24,-47.73239899,-65.89499664
235258,6024,SCHR,3346,75,ASP,0,0,7,-47.24409866,-72.5951004,25,-47.24359894,-72.58170319
235256,6006,SCCC,3937,75,ASP,0,0,12,-46.57939911,-71.69280243,30,-46.58729935,-71.68199921
232965,33,SA25,3609,66,ASP,0,0,6,-46.53929901,-67.56580353,24,-46.5367012,-67.55220032
232966,33,SA25,3609,66,ASP,0,0,10,-46.53900146,-67.56390381,28,-46.54389954,-67.54759979
233019,5824,SAVH,4593,56,ASP,1,0,9,-46.53789902,-68.97550201,27,-46.53900146,-68.95639801
232924,5838,SAWP,4405,100,GRE,0,0,11,-46.53749847,-70.98269653,29,-46.5447998,-70.96869659
232922,5838,SAWP,2790,130,GRE,0,0,7,-46.53609848,-70.98190308,25,-46.53570175,-70.97080231
232923,5838,SAWP,5577,98,ASP,1,0,10,-46.53519821,-70.98899841,28,-46.54079819,-70.96839905
238079,5045,NZNV,7251,148,ASP,1,0,4,-46.41880035,168.3009949,22,-46.41040039,168.3269958
238080,5045,NZNV,2280,66,GRS,0,0,04R,-46.41389847,168.3130035,22L,-46.41139984,168.3209991
238081,5045,NZNV,1398,66,GRS,0,0,7,-46.41159821,168.3190002,25,-46.4117012,168.3240051
238082,5045,NZNV,2996,82,GRS,0,0,12,-46.40969849,168.3130035,30,-46.41579819,168.3200073
238041,5028,NZDN,6234,150,ASP,1,0,3,-45.93389893,170.1869965,21,-45.92440033,170.2079926
235215,6003,SCBA,8205,148,ASP,1,0,9,-45.91419983,-71.70539856,27,-45.91790009,-71.67350006
233057,5822,SAVC,9219,164,CON,1,0,7,-45.78779984,-67.48339844,25,-45.78290176,-67.4477005
235257,6011,SCCY,5072,98,ASP,0,0,3,-45.59899902,-72.11319733,21,-45.58940125,-72.09909821
238110,5040,NZMO,3547,98,ASP,0,0,8,-45.53170013,167.6430054,26,-45.53340149,167.6560059
238076,5038,NZLX,2139,197,GRS,0,0,1,-45.2132988,169.3679962,19,-45.20780182,169.371994
238078,5038,NZLX,3937,197,GRS,0,0,14L,-45.2057991,169.3699951,32R,-45.21580124,169.375
238077,5038,NZLX,3937,98,ASP,0,0,14R,-45.20560074,169.3690033,32L,-45.21590042,169.3739929
238105,5051,NZQN,6204,148,ASP,1,0,5,-45.020123,168.734924,23,-45.016441,168.758362
238107,5051,NZQN,2920,33,BITUM,0,0,14,-45.017185,168.740906,32,-45.024769,168.744568
315007,315006,NZ-0022,5080,150,GRE,0,0,18,-44.97259903,169.220993,36,-44.98559952,169.2140045
238048,5047,NZOU,2775,164,GRE,0,0,2,-44.96829987,171.0829926,20,-44.96310043,171.0899963
238049,5047,NZOU,3107,164,GRE,0,0,11,-44.96829987,171.0829926,29,-44.9742012,171.0910034
238050,5047,NZOU,4210,98,ASP,1,0,18,-44.96186447,171.085144,36,-44.9721489,171.0778503
238089,5060,NZWF,3937,98,ASP,0,0,11,-44.7181015,169.2420044,29,-44.7262001,169.2510071
238102,5056,NZTU,4200,148,ASP,1,0,2,-44.30310059,171.220993,20,-44.29449844,171.2310028
238103,5056,NZTU,3898,197,GRS,0,0,02L,-44.30139923,171.220993,20R,-44.29339981,171.2310028
238104,5056,NZTU,3652,295,GRS,0,0,11,-44.3003006,171.2250061,29,-44.30699921,171.2350006
238111,5057,NZUK,3550,51,ASP,0,0,15,-44.23360062,170.1179962,33,-44.24309921,170.1199951
238109,5031,NZGT,3166,98,ASP,0,0,15,-43.90610123,170.1269989,33,-43.91469955,170.1289978
238053,5027,NZCI,4462,148,ASP,1,0,5,-43.81380081,-176.4730072,23,-43.81000137,-176.4570007
238036,5039,NZMC,5157,98,ASP,0,0,13,-43.75999832,170.1300049,31,-43.77280045,170.1380005
238062,5061,NZWG,3291,164,GRS,0,0,03L,-43.55559921,172.5460052,21R,-43.5503006,172.5559998
238061,5061,NZWG,5184,98,ASP,1,0,03R,-43.55459976,172.5500031,21L,-43.54550171,172.5639954
238063,5061,NZWG,3445,115,GRS,0,0,13,-43.54859924,172.552002,31,-43.55720139,172.5579987
238074,5026,NZCH,10787,148,ASP,1,0,2,-43.49760056,172.5220032,20,-43.47499847,172.5480042
238073,5026,NZCH,1690,229,GRS,0,0,1,-43.48659897,172.5310059,19,-43.48270035,172.5350037
238075,5026,NZCH,5587,148,BIT,1,0,11,-43.48460007,172.5249939,29,-43.49470139,172.5410004
249968,41,SA34,4494,78,GRE,0,0,1,-43.23770142,-65.33000183,19,-43.2256012,-65.32689667
249969,41,SA34,5323,115,GRE,0,0,4,-43.23749924,-65.33190155,22,-43.22700119,-65.31809998
233014,41,SA34,5413,98,ASP,0,0,8,-43.23609924,-65.33640289,26,-43.23519897,-65.3117981
249970,41,SA34,5739,131,GRE,0,0,13,-43.22679901,-65.33550262,31,-43.23709869,-65.31929779
232964,5827,SAVT,8399,148,CON,1,0,6,-43.21459961,-65.28500366,24,-43.20640182,-65.25559998
235254,6020,SCFT,3110,59,ASP,0,0,9,-43.1882019,-71.85700226,27,-43.19020081,-71.84529877
233056,5823,SAVE,3937,98,GRE,0,0,8,-42.91199875,-71.15119934,26,-42.91199875,-71.13529968
233055,5823,SAVE,7874,131,ASP,1,0,5,-42.90980148,-71.14800262,23,-42.89799881,-71.12329865
233439,27058,YMHB,7385,148,ASP,1,0,12,-42.82899857,147.5019989,30,-42.84329987,147.5209961
233160,26945,YCBG,2070,60,ASP,1,0,9,-42.82820129,147.4759979,27,-42.82960129,147.4830017
233161,26945,YCBG,3200,60,ASP,1,0,12,-42.82239914,147.473999,30,-42.8288002,147.4819946
352894,26945,YCBG,2540,60,APSH,0,0,14,-42.82180023,147.473999,32,-42.8280983,147.4779968
505531,505530,CL-0015,3937,98,ASP,1,0,1,-42.786667,-72.837509,19,-42.775848,-72.831718
232948,5829,SAVY,8202,148,ASP,1,0,5,-42.76509857,-65.11569977,23,-42.75320053,-65.08979797
238071,5032,NZHK,4311,98,ASP,1,0,3,-42.71378326,170.9794464,21,-42.70735931,170.9929047
238072,5032,NZHK,3858,59,ASP,0,0,12,-42.710602,170.983994,30,-42.7197,170.992004
260172,29917,NZGM,3579,,concrete,1,0,1,-42.46605301,171.1871796,19,-42.4586525,171.1932526
340553,313732,SCPQ,6562,148,ASPH,0,0,17,-42.331436,-73.714668,35,-42.349384,-73.716644
232989,5821,SAVB,4265,98,ASP,0,0,18,-41.93780136,-71.53170013,36,-41.94940186,-71.53410339
238088,5067,NZWS,4200,98,ASP,1,0,4,-41.74169922,171.572998,22,-41.73500061,171.5859985
233374,27063,YMLT,2297,60,GRS,0,0,14L,-41.54119873,147.2140045,32R,-41.54660034,147.2189941
233375,27063,YMLT,2264,60,GRS,0,0,18,-41.53929901,147.2180023,36,-41.54529953,147.2149963
233373,27063,YMLT,6499,148,ASP,1,0,14R,-41.53710175,147.2039948,32L,-41.55210114,147.2169952
238090,5058,NZWB,4675,148,ASP,1,0,06R,-41.5182991,173.8609924,24L,-41.51739883,173.878006
238091,5058,NZWB,4675,197,GRE,0,0,06L,-41.5163002,173.8609924,24R,-41.51580048,173.878006
238092,5058,NZWB,3878,295,GRE,0,0,10,-41.5135994,173.8639984,28,-41.5196991,173.875
235245,6043,SCTE,8694,148,CON,1,0,17,-41.42699814,-73.09349823,35,-41.45080185,-73.0943985
233026,5825,SAVJ,6890,98,ASP,0,0,7,-41.32249832,-69.58719635,25,-41.31930161,-69.56259918
238043,5063,NZWN,6352,148,ASP,1,0,16,-41.31740189,174.8070068,34,-41.33480072,174.8059998
238037,5044,NZNS,4420,148,ASP,1,0,02R,-41.30270004,173.2200012,20L,-41.29359818,173.2299957
233215,26975,YDPO,6030,148,ASP,1,0,6,-41.16970062,146.4190063,24,-41.16579819,146.4400024
233216,26975,YDPO,2887,98,GRS,0,0,14,-41.16569901,146.4290009,32,-41.17290115,146.4329987
233027,5852,SAZS,7703,157,ASP,1,0,11,-41.14680099,-71.17030334,29,-41.1556015,-71.14479828
233330,27184,YWYY,2516,98,paved,0,0,5,-40.99810028,145.7230072,23,-40.99520111,145.7310028
233331,27184,YWYY,5413,98,ASP,1,0,9,-40.99679947,145.723999,27,-40.99919891,145.7429962
238028,5041,NZMS,3478,98,GRS,0,0,06R,-40.97719955,175.6300049,24L,-40.97470093,175.6410065
238027,5041,NZMS,4101,75,ASP,1,0,06C,-40.97409821,175.628006,24C,-40.97180176,175.6419983
238029,5041,NZMS,1476,66,GRS,0,0,06L,-40.97399902,175.628006,24R,-40.97389984,175.6329956
238030,5041,NZMS,3419,98,GRS,0,0,10,-40.97219849,175.6269989,28,-40.97719955,175.6380005
238013,5050,NZPP,3366,98,ASP,0,0,11L,-40.89860153,174.9850006,29R,-40.9048996,174.9940033
238014,5050,NZPP,4429,148,ASP,1,0,16R,-40.8973999,174.9880066,34L,-40.90990067,174.9889984
232956,5828,SAVV,4954,148,ASP,0,0,2,-40.8708992,-63.00139999,20,-40.85910034,-62.9939003
232957,5828,SAVV,8366,148,ASP,1,0,10,-40.86700058,-63.01110077,28,-40.87310028,-62.98199844
233414,27139,YSMI,5246,60,ASP,1,0,6,-40.83860016,145.0749969,24,-40.83349991,145.0930023
233415,27139,YSMI,2034,98,GVL,0,0,10,-40.83100128,145.0850067,28,-40.832901,145.0910034
233010,5826,SAVN,5905,98,ASP,0,0,12,-40.74649811,-65.04309845,30,-40.75590134,-65.02570343
235232,6027,SCJO,6398,118,ASP,1,0,15,-40.60229874,-73.06610107,33,-40.61819839,-73.0565033
238020,5049,NZPM,6240,148,ASP,1,0,07L,-40.32139969,175.6029968,25R,-40.32139969,175.6260071
238108,5029,NZFI,3376,46,BIT,1,0,10,-40.25360107,175.6000061,28,-40.2580986,175.6109924
238093,5046,NZOH,8028,148,ASP,1,0,9,-40.20220184,175.3730011,27,-40.20940018,175.3999939
238095,5046,NZOH,6998,148,ASP,1,0,15,-40.19829941,175.3849945,33,-40.21680069,175.3899994
232986,5856,SAZY,8205,148,ASP,0,0,6,-40.07960129,-71.15090179,24,-40.07120132,-71.12359619
238065,5068,NZWU,4521,148,ASP,1,0,11C,-39.95959854,175.0180054,29C,-39.96709824,175.0310059
233557,27023,YKII,2626,98,GVL,1,0,6,-39.87789917,143.8789978,24,-39.87580109,143.8880005
233558,27023,YKII,5198,98,ASP,1,0,10,-39.87340164,143.8699951,28,-39.87939835,143.8869934
233559,27023,YKII,3632,98,COM,1,0,17,-39.87279892,143.8849945,35,-39.88280106,143.8840027
235213,6049,SCVL,4101,54,CON,0,0,17L,-39.79109955,-73.2410965,35R,-39.80279922,-73.24189758
235248,6048,SCVD,6870,148,ASP,1,0,17,-39.64049911,-73.08650208,35,-39.65940094,-73.08580017
238009,5043,NZNR,4000,98,COM,0,0,7,-39.46459961,176.8569946,25,-39.46429825,176.871994
238010,5043,NZNR,5740,148,ASP,1,0,16R,-39.46289825,176.8679962,34L,-39.47430038,176.8659973
238042,5053,NZRU,3917,98,ASP,0,0,13,-39.43640137,175.6519928,31,-39.4455986,175.6600037
235252,6033,SCPC,5576,98,ASP,1,0,9,-39.29109955,-71.92559814,27,-39.29449844,-71.90609741
232987,36,SA29,6562,148,ASP,0,0,9,-39.28519821,-65.62249756,27,-39.28760147,-65.59819794
238044,5042,NZNP,3281,98,GRS,0,0,05R,-39.01309967,174.1690063,23L,-39.0094986,174.1799927
238045,5042,NZNP,4298,148,ASP,1,0,05L,-39.01039886,174.1699982,23R,-39.00540161,174.1840057
238047,5064,NZWO,3000,98,ASP,1,0,16,-39.00740051,177.404007,34,-39.01539993,177.4049988
238046,5042,NZNP,3937,131,GRS,0,0,14,-39.00030136,174.1790009,32,-39.01029968,174.1840057
232936,5783,SAHR,7073,148,ASP,1,0,9,-38.99990082,-67.63289642,27,-39.00139999,-67.60810089
233063,5785,SAHZ,7218,131,ASP,0,0,9,-38.97409821,-70.12619781,27,-38.97689819,-70.10099792
233002,5848,SAZN,8432,148,ASP,1,0,9,-38.94900131,-68.17050171,27,-38.94900131,-68.14089966
232976,5855,SAZW,4052,98,ASP,0,0,3,-38.94459915,-69.27349854,21,-38.93579865,-69.26429749
232977,5855,SAZW,5558,98,ASP,1,0,7,-38.94060135,-69.27429962,25,-38.93880081,-69.25499725
356513,314783,SCQP,8005,148,ASPH,0,0,1,-38.936401,-72.655746,19,-38.915401,-72.64743
235240,6042,SCTC,5577,147,ASP,1,0,6,-38.76979828,-72.64610291,24,-38.76380157,-72.62809753
238035,5024,NZAP,4547,98,ASP,1,0,17,-38.73429871,176.0870056,35,-38.74649811,176.0820007
232972,5840,SAZB,6660,108,ASP,1,0,6,-38.72779846,-62.18099976,24,-38.71889877,-62.16070175
232973,5840,SAZB,4915,98,ASP,0,0,16R,-38.71989822,-62.18429947,34L,-38.73279953,-62.17959976
232974,5840,SAZB,8579,197,ASP,1,0,16L,-38.71549988,-62.15779877,34R,-38.73820114,-62.1493988
238098,5030,NZGS,3773,197,GRS,0,0,3,-38.66809845,177.9720001,21,-38.66109848,177.9810028
238099,5030,NZGS,3839,197,GRS,0,0,9,-38.66109848,177.9700012,27,-38.66579819,177.9819946
238101,5030,NZGS,2503,197,GRS,0,0,14L,-38.65999985,177.9790039,32R,-38.66669846,177.9810028
238100,5030,NZGS,4298,148,ASP,1,0,14R,-38.65790176,177.9750061,32L,-38.66930008,177.9790039
233029,44,SA38,5249,98,ASP,0,0,10,-38.53680038,-70.34580231,28,-38.54109955,-70.32830048
233096,27031,YLEG,3032,59,PER,0,0,4,-38.49879837,145.8569946,22,-38.49309921,145.8650055
233097,27031,YLEG,2195,59,GVL,0,0,18,-38.49340057,145.8609924,36,-38.49940109,145.8600006
232983,5849,SAZO,2621,59,GRE,0,0,13,-38.48970032,-58.81430054,31,-38.49430084,-58.80720139
232984,5849,SAZO,3609,98,GRE,0,0,17,-38.48509979,-58.80920029,35,-38.49489975,-58.80799866
232985,5849,SAZO,4921,98,ASP,1,0,18,-38.48289871,-58.81560135,36,-38.49639893,-58.8166008
235253,6036,SCQY,3084,59,ASP,0,0,9,-38.44979858,-71.36070251,27,-38.44990158,-71.34899902
232953,28,SA20,3117,98,ASP,1,0,9,-38.41329956,-68.74269867,27,-38.41419983,-68.73190308
233042,5844,SAZH,2461,75,GRE,0,0,4,-38.39030075,-60.32799911,22,-38.38570023,-60.32239914
233044,5844,SAZH,3934,98,ASP,0,0,18,-38.38150024,-60.3302002,36,-38.39229965,-60.32899857
233043,5844,SAZH,2953,75,GRE,0,0,14,-38.38010025,-60.33050156,32,-38.38570023,-60.32310104
233201,27116,YPOD,5302,98,ASP,1,0,8,-38.31949997,141.4629974,26,-38.31880188,141.4810028
233202,27116,YPOD,3871,98,GVL,0,0,17,-38.31370163,141.4660034,35,-38.32429886,141.4669952
233134,27164,YWBL,3507,98,GRS,1,0,4,-38.29869843,142.4440002,22,-38.29230118,142.4530029
233135,27164,YWBL,4501,98,ASP,1,0,13,-38.28979874,142.4409943,31,-38.29899979,142.4519958
235223,6046,SCTO,3478,59,ASP,0,0,1,-38.25009918,-72.35040283,19,-38.24100113,-72.34680176
232918,24,SA14,2031,98,GRE,0,0,4,-38.2322998,-57.87419891,22,-38.22460175,-57.86500168
232919,24,SA14,1968,98,GRE,0,0,9,-38.22499847,-57.87990189,27,-38.22639847,-57.86320114
232920,24,SA14,5472,102,ASP,0,0,18,-38.21849823,-57.87139893,36,-38.23350143,-57.87099838
233483,27041,YLTV,4692,75,ASP,1,0,3,-38.21549988,146.4649963,21,-38.20640182,146.477005
318054,27041,YLTV,1529,164,Turf/Grass,0,0,03L,-38.20996094,146.4700775,21R,-38.20656204,146.4744263
233484,27041,YLTV,3015,60,GVL,1,0,9,-38.20510101,146.4649963,27,-38.20610046,146.4759979
233258,27053,YMES,7995,148,ASP,1,0,4,-38.10599899,147.1390076,22,-38.0931015,147.1609955
238022,5052,NZRO,2732,164,GRS,0,0,18L,-38.10169983,176.3209991,36R,-38.10829926,176.3159943
238021,5052,NZRO,5321,98,ASP,1,0,18R,-38.10039902,176.3200073,36L,-38.11320114,176.3130035
233259,27053,YMES,7316,148,ASP,1,0,9,-38.09569931,147.128006,27,-38.09880066,147.1529999
233295,27179,YWSL,1640,98,GRS,0,0,5,-38.09479904,146.9620056,23,-38.09230042,146.9669952
233297,27179,YWSL,2293,98,GRS,0,0,14,-38.09180069,146.9640045,32,-38.09700012,146.9689941
233296,27179,YWSL,5010,98,ASP,1,0,9,-38.08969879,146.9570007,27,-38.09199905,146.973999
246998,42797,LCP,5249,98,ASP,0,0,9,-38.08100128,-70.65299988,27,-38.08319855,-70.63490295
233114,27043,YMAV,10000,148,ASP,1,0,18,-38.02724457,144.4694519,36,-38.05443573,144.4648438
233222,27064,YMMB,1873,60,ASP,1,0,4,-37.97999954,145.0980072,22,-37.97650146,145.102005
233223,27064,YMMB,3478,60,ASP,0,0,13R,-37.97449875,145.0970001,31L,-37.98210144,145.1049957
233224,27064,YMMB,3783,98,ASP,1,0,13L,-37.9720993,145.0980072,31R,-37.9803009,145.1060028
233225,27064,YMMB,4069,60,ASP,0,0,17R,-37.97200012,145.0970001,35L,-37.98310089,145.0980072
233226,27064,YMMB,4383,98,ASP,1,0,17L,-37.97169876,145.098999,35R,-37.9836998,145.1000061
233172,27073,YMPC,3730,148,CON,0,0,4,-37.93640137,144.7460022,22,-37.92959976,144.7559967
232970,5847,SAZM,7218,148,ASP,1,0,13,-37.92890167,-57.58390045,31,-37.9394989,-57.56290054
233174,27073,YMPC,4508,148,CON,1,0,17,-37.92419815,144.753006,35,-37.93650055,144.7550049
238070,5062,NZWK,4200,100,ASP,1,0,09L,-37.91659927,176.9089966,27R,-37.92150116,176.9219971
232988,37,SA30,4265,98,ASP,1,0,6,-37.91149902,-67.83940125,24,-37.9068985,-67.8239975
233345,26921,YBNS,3612,98,ASP,1,0,4,-37.89039993,147.5639954,22,-37.88470078,147.5749969
233346,26921,YBNS,2789,60,ASP,0,0,14,-37.88339996,147.5659943,32,-37.88970184,147.5709991
238057,5033,NZHN,2033,197,GRS,0,0,07R,-37.86289978,175.3249969,25L,-37.86339951,175.3329926
238059,5033,NZHN,2871,197,ASP/GRS,0,0,18R,-37.8628006,175.3320007,36L,-37.87039948,175.3289948
238058,5033,NZHN,2033,197,GRS,0,0,7,-37.86240005,175.3249969,25,-37.86289978,175.3329926
238060,5033,NZHN,6430,148,ASP,1,0,18L,-37.85820007,175.3350067,36R,-37.87509918,175.3289948
232958,29,SA21,4101,82,ASP,0,0,4,-37.81259918,-67.66549683,22,-37.80690002,-67.65319824
233440,27051,YMEN,6302,148,ASP,1,0,8,-37.73139954,144.8930054,26,-37.73080063,144.9149933
233441,27051,YMEN,4311,148,ASP,1,0,17,-37.72040176,144.901001,35,-37.73469925,144.901001
238024,5055,NZTG,5988,148,ASP,1,0,07R,-37.67380142,176.1880035,25L,-37.67559814,176.2089996
238025,5055,NZTG,2460,180,Grass,0,0,07L,-37.673302,176.195007,25R,-37.674198,176.203995
238023,5055,NZTG,2100,197,GRE,0,0,4,-37.67309952,176.1880035,22,-37.66939926,176.1940002
238026,5055,NZTG,1886,148,GRE,0,0,16,-37.671101,176.195007,34,-37.677399,176.194
233383,27066,YMML,7500,148,ASP,1,0,9,-37.66080093,144.8220062,27,-37.66230011,144.8480072
233384,27066,YMML,11998,197,ASP,1,0,16,-37.65319824,144.8350067,34,-37.68579865,144.8410034
233433,27007,YHML,4045,98,GVL,0,0,10,-37.64599991,142.0590057,28,-37.65039825,142.0720062
233434,27007,YHML,4606,98,ASP,1,0,17,-37.64139938,142.0619965,35,-37.65399933,142.0619965
233562,27047,YMCT,3937,60,ASP,1,0,8,-37.582901,140.3609924,26,-37.58200073,140.3739929
232917,23,SA13,4593,75,ASP,0,0,5,-37.56380081,-58.67169952,23,-37.55500031,-58.66030121
233364,26916,YBLT,4150,98,ASP,1,0,5,-37.51259995,143.7859955,23,-37.50719833,143.798996
233366,26916,YBLT,4085,98,ASP,1,0,18,-37.50690079,143.7949982,36,-37.51800156,143.7929993
233365,26916,YBLT,1864,98,GRS,0,0,13,-37.50540161,143.7870026,31,-37.50899887,143.7920074
318239,318238,AR-0513,3281,85,GRE,0,0,8,-37.46416855,-58.18693924,26,-37.46110916,-58.18305969
232935,5782,SAHC,4921,98,ASP,0,0,12,-37.44079971,-70.22949982,30,-37.44860077,-70.2154007
232949,5841,SAZC,4265,98,ASP,1,0,17,-37.44029999,-61.89070129,35,-37.45199966,-61.88790131
235218,6022,SCGE,5577,98,ASP,1,0,18,-37.39410019,-72.42459869,36,-37.40940094,-72.42630005
233049,5784,SAHS,4921,98,ASP,1,0,10,-37.38909912,-68.91280365,28,-37.39210129,-68.89559937
233120,26891,YARA,2165,98,GRS,0,0,4,-37.31100082,142.9869995,22,-37.30749893,142.9929962
233121,26891,YARA,4068,60,ASP,1,0,12,-37.30820084,142.9850006,30,-37.31470108,142.996994
232979,5853,SAZT,8366,157,CON,1,0,1,-37.24570084,-59.22990036,19,-37.22290039,-59.22740173
233020,5854,SAZV,5709,92,ASP,1,0,11,-37.2336998,-57.03929901,29,-37.23709869,-57.01919937
232925,19,SA07,3281,72,ASP,0,0,10,-37.19369888,-69.61489868,28,-37.19620132,-69.60410309
233230,27150,YSWL,2802,60,ASP,0,0,18,-37.07130051,142.7420044,36,-37.07899857,142.7409973
233229,27150,YSWL,4603,98,ASP,1,0,11,-37.06560135,142.727005,29,-37.07089996,142.7409973
233094,27008,YHOT,4762,98,ASP,1,0,11,-37.04510117,147.3280029,29,-37.05120087,147.3419952
238016,5025,NZAR,4630,148,ASP,1,0,3,-37.03524017,174.9689178,21,-37.02634811,174.9802246
233565,27046,YMBU,1908,100,GVL,0,0,6,-37.03279877,143.7089996,24,-37.03079987,143.7149963
233566,27046,YMBU,3414,100,PER,1,0,17,-37.0304985,143.7070007,35,-37.03979874,143.7079926
238096,5023,NZAA,11926,148,CON,1,0,05R,-37.01710129,174.7669983,23L,-37.00669861,174.8049927
238097,5023,NZAA,10197,148,CON,0,1,05L,-37.01380157,174.7709961,23R,-37.00490189,174.8049927
233248,27085,YNRC,3668,98,GRE,1,0,2,-36.98830032,140.723999,20,-36.97919846,140.7299957
233249,27085,YNRC,3438,60,ASP,1,0,8,-36.98089981,140.7169952,26,-36.97990036,140.7290039
233571,27052,YMER,5256,98,ASP,1,0,3,-36.91289902,149.8970032,21,-36.90090179,149.9069977
232928,5842,SAZF,7218,148,ASP,1,0,4,-36.89749908,-60.22470093,22,-36.88259888,-60.20849991
233462,27070,YMNG,6650,148,ASP,1,0,5,-36.89350128,145.1730042,23,-36.88270187,145.1909943
232929,5842,SAZF,3478,148,GRE,0,0,13,-36.88550186,-60.22790146,31,-36.89039993,-60.21910095
233463,27070,YMNG,4793,98,ASP,1,0,18,-36.88280106,145.1900024,36,-36.89580154,145.1869965
238054,5065,NZWP,6665,148,ASP,1,0,3,-36.7961998,174.6210022,21,-36.78509903,174.6390076
238055,5065,NZWP,5187,148,CON,1,0,8,-36.78379822,174.6239929,26,-36.78580093,174.6410065
238056,5065,NZWP,2789,148,GRS,0,0,08L,-36.78319931,174.6260071,26R,-36.78450012,174.6349945
235230,6025,SCIE,8530,148,ASP,1,0,2,-36.78203583,-73.06859589,20,-36.76080704,-73.05621338
233260,26906,YBDG,2516,60,paved,0,0,5,-36.74140167,144.3240051,23,-36.73799896,144.3309937
233261,26906,YBDG,5249,98,ASP,1,0,17,-36.732899,144.328995,35,-36.743198,144.328995
233281,27011,YHSM,2621,60,SAN,0,0,17,-36.66899872,142.1719971,35,-36.67620087,142.1719971
233280,27011,YHSM,4337,98,ASP,1,0,8,-36.66889954,142.1710052,26,-36.66880035,142.1860046
233563,27146,YSTA,1755,60,GVL,0,0,9,-36.64440155,143.177002,27,-36.64500046,143.1829987
233564,27146,YSTA,3278,60,PEM,1,0,18,-36.63650131,143.1849976,36,-36.645401,143.1840057
233005,5851,SAZR,7546,98,ASP,1,0,1,-36.5984993,-64.27819824,19,-36.57820129,-64.27320099
235222,6008,SCCH,5740,98,ASP,1,0,4,-36.58810043,-72.03829956,22,-36.57690048,-72.02449799
